cleaned_posts,pred_sentiment,pred_sentiment_score,state,city,tests,devices,avg_d_mbps,avg_u_mbps,avg_lat_ms,clusters,cluster_category,date_col
Maxis in Bukit Mertajam feels stable though its definitely not as fast as it  used to be,positive,0.6372451782226562,Pahang,Bentong,4333,2078,23.996451612903225,10.720945161290322,37.05806451612903,2.0,service interruptions,7/3/2024
Unifi connection in Batu Caves is slower than Im used to Still functional but a bit frustrating,negative,0.9768983125686646,Sarawak,Bau,871,313,22.94563281,8.16865625,68.53125,1.0,slow speed,12/3/2024
TIME in Nilai is okay today just not as fast I guess its manageable,neutral,0.7692163586616516,Johor,Johor Baharu,71686,31791,21.955377952755907,11.419079455977094,34.40157480314961,2.0,service interruptions,10/3/2024
Astro in Selayang is good overall but there are some small speed drops now and then,neutral,0.6367567777633667,Perak,Kinta,44891,18803,21.17001338912134,10.115205857740586,33.151464435146444,2.0,service interruptions,14/3/2024
TM Unifi in Sungai Buloh is working well though its definitely a little slower than normal,positive,0.6195301413536072,Sabah,Kota Marudu,713,309,18.95573043478261,9.55908695652174,48.10434782608696,1.0,slow speed,8/3/2024
TIME  in Ampang has been steady though speeds seem to fluctuate every now and then,neutral,0.7223085761070251,Sarawak,Asajaya,186,72,31.830625,10.19446875,104.1875,2.0,service interruptions,7/3/2024
Astro in Bandar Sunway is okay but Ive noticed a few speed drops Not a dealbreaker though,neutral,0.7478579878807068,Kedah,Bandar Baharu,793,321,18.78909900990099,8.060277227722771,37.693069306930695,2.0,service interruptions,10/3/2024
Maxis in Shah Alam is still holding up but its definitel y not as fast as it used to be,neutral,0.5307692885398865,Kelantan,Kota Bharu,17343,7699,17.67919944979367,8.408158184,42.47592847317744,2.0,service interruptions,5/3/2024
TM Unifi in Balik Pulau is fine but theres definitely some lag Might just be temporary,neutral,0.877118707,Kedah,Baling,3181,1231,16.4608,8.638671232876712,37.59726027,1.0,slow speed,5/3/2024
TIME in Selayang is stable but the speed seems to drop during the evenings,neutral,0.6614077091217041,Perak,Kinta,44891,18803,21.17001338912134,10.115205857740586,33.151464435146444,2.0,service interruptions,9/3/2024
Maxis in Jitra is steady though the connection feels slightly sluggish today Anyone else,neutral,0.8496395945549011,Selangor,Hulu Langat,46469,19849,21.70080997624703,10.443912114014251,29.350356294536816,2.0,service interruptions,13/3/2024
TIME in Penang is functional but  Ive noticed a few hiccups in t he connection,neutral,0.664060652,Sarawak,Kanowit,233,83,17.359914285714286,10.544885714285714,59.65714285714286,2.0,service interruptions,13/3/2024
Astro in Negeri Sembilan seems stable enough though speeds are definitely a bit slower,neutral,0.6900399923324585,Pahang,Jerantut,2381,947,17.016817351598174,9.124073059,44.68036529680365,1.0,slow speed,11/3/2024
Maxis in Puchong is fine overall but  I do notice a slight lag when loading pages,neutral,0.7394785284996033,Johor,Keluang,10394,4460,21.0972963,9.855583333333334,37.36666666666667,2.0,service interruptions,7/3/2024
Unifi in Rawang is working though not as fast as usual Still usable though,positive,0.61085099,Terengganu,Kemaman,5853,2738,20.731224175824178,8.913195604395604,39.61538461538461,1.0,slow speed,5/3/2024
TIME in Petaling Jaya seems a bit slower today but nothing too dramatic Could just be the time of day,neutral,0.864986777,Sarawak,Kapit,619,240,15.448368421052631,6.931105263157895,68.42105263157895,2.0,service interruptions,6/3/2024
Maxis in George  Town is working fine but I feel like the speed could be a bit better,positive,0.9273390769958496,Selangor,Gombak,24898,10651,22.91330172413793,10.65616551724138,28.286206896551725,2.0,service interruptions,12/3/2024
Unifi in Sungai Buloh seems to be functioning alright but its definitely a little slower today,neutral,0.6587916612625122,Sabah,Kota Marudu,713,309,18.95573043478261,9.55908695652174,48.10434782608696,1.0,slow speed,13/3/2024
Unifi in Ampang is working okay but Ive noticed a slight dip in speeds,neutral,0.78148061,Sarawak,Asajaya,186,72,31.830625,10.19446875,104.1875,1.0,slow speed,12/3/2024
TIME in Shah Alam is functional but theres definitely some lag when streaming,neutral,0.6621868014335632,Kelantan,Kota Bharu,17343,7699,17.67919944979367,8.408158184,42.47592847317744,2.0,service interruptions,10/3/2024
Astro in Kajang is working fine though the speed isnt what it used to be,positive,0.878155529,Selangor,Hulu Selangor,7881,3376,20.127925155925155,8.654715176715175,29.706860706860702,2.0,service interruptions,7/3/2024
TIME in Selayang is stable though Im seeing some f luctuation in the connection speed,neutral,0.8421185612678528,Perak,Kinta,44891,18803,21.17001338912134,10.115205857740586,33.151464435146444,2.0,service interruptions,7/3/2024
Astro in Butterworth is fine but the connection seems to drop at times,negative,0.7335489392280579,Pahang,Bera,2177,888,21.710256637168143,9.957756637168142,39.743362831858406,2.0,service interruptions,7/3/2024
Maxis in Petaling Jaya is stable but its definitely not as fa st as I expected,neutral,0.5263340473175049,Sarawak,Kapit,619,240,15.448368421052631,6.931105263157895,68.42105263157895,2.0,service interruptions,11/3/2024
Unifi in Kepala Batas is working though theres definitely some lag now and then,neutral,0.926442325115204,Melaka,Jasin,5367,2164,19.129954853273137,9.216090293453725,35.51015801354402,1.0,slow speed,7/3/2024
Astro in Sungai B uloh seems to be fine though its definitely slower than Im used to,neutral,0.7254676818847656,Sabah,Kota Marudu,713,309,18.95573043478261,9.55908695652174,48.10434782608696,2.0,service interruptions,5/3/2024
TIME in Batu Caves is working but the connection seems to be slower than normal,neutral,0.698567271,Sarawak,Bau,871,313,22.94563281,8.16865625,68.53125,1.0,slow speed,13/3/2024
Astro in Penang is stable though not as fast as Ive seen it before,neutral,0.7939375042915344,Sarawak,Kanowit,233,83,17.359914285714286,10.544885714285714,59.65714285714286,0.0,good speed / reliable connection,8/3/2024
Maxis in Nilai is okay but the speeds are definitely slower than Id like them to be,negative,0.8937694430351257,Johor,Johor Baharu,71686,31791,21.955377952755907,11.419079455977094,34.40157480314961,2.0,service interruptions,10/3/2024
Astro in George Town keeps disconnecting every   minutes I cant deal with this anymore,negative,0.9800311326980592,Selangor,Gombak,24898,10651,22.91330172413793,10.65616551724138,28.286206896551725,2.0,service interruptions,13/3/2024
Maxis in Shah Alam h as been terrible all day Cant even get basic work done So frustrating,negative,0.9820199608802797,Kelantan,Kota Bharu,17343,7699,17.67919944979367,8.408158184,42.47592847317744,2.0,service interruptions,13/3/2024
Unifi in Petaling Jaya is down again This happens way too often,negative,0.9732351899147034,Sarawak,Kapit,619,240,15.448368421052631,6.931105263157895,68.42105263157895,1.0,slow speed,7/3/2024
TIME in Nilai is the slowest its ever been Can someone fix this already,negative,0.9763162732124328,Johor,Johor Baharu,71686,31791,21.955377952755907,11.419079455977094,34.40157480314961,2.0,service interruptions,13/3/2024
Astro in Rawang has been unstable all week Im seriously considering switching providers,negative,0.974872589111328,Terengganu,Kemaman,5853,2738,20.731224175824178,8.913195604395604,39.61538461538461,2.0,service interruptions,12/3/2024
Maxis in Cyberjaya is basically unusable today Whats  going on,negative,0.9734116792678832,Sarawak,Bintulu,4652,1775,24.14855087719298,11.424894736842104,49.81403509,2.0,service interruptions,5/3/2024
TIME in Sungai Buloh is so unreliable today It keeps cutting out every    minutes,negative,0.9765713214874268,Sabah,Kota Marudu,713,309,18.95573043478261,9.55908695652174,48.10434782608696,2.0,service interruptions,14/3/2024
Astro in Batu Caves is super slow today Seriously whats the point of paying for highspeed internet,negative,0.9751763343811036,Sarawak,Bau,871,313,22.94563281,8.16865625,68.53125,2.0,service interruptions,9/3/2024
Unifi in Bandar Sunway keeps disconnecting This is beyond annoying,negative,0.9796623587608336,Kedah,Bandar Baharu,793,321,18.78909900990099,8.060277227722771,37.693069306930695,2.0,service interruptions,8/3/2024
Unifi in Shah Alam has been down al l morning Why is there no communication from customer support,negative,0.969087541,Kelantan,Kota Bharu,17343,7699,17.67919944979367,8.408158184,42.47592847317744,1.0,slow speed,12/3/2024
TIME in Balik Pulau is so slow Ive had enough of this poor service,negative,0.9796782732009888,Kedah,Baling,3181,1231,16.4608,8.638671232876712,37.59726027,2.0,service interruptions,11/3/2024
Astro  in Petaling Jaya keeps going out This is ridiculous,negative,0.975343645,Sarawak,Kapit,619,240,15.448368421052631,6.931105263157895,68.42105263157895,2.0,service interruptions,8/3/2024
Maxis in Penang is terrible today I cant even load basic w ebsites,negative,0.9817987084388732,Sarawak,Kanowit,233,83,17.359914285714286,10.544885714285714,59.65714285714286,2.0,service interruptions,5/3/2024
Astro in Nilai keeps cutting out Im beyond frustrated with this service,negative,0.9817719459533693,Johor,Johor Baharu,71686,31791,21.955377952755907,11.419079455977094,34.40157480314961,2.0,service interruptions,14/3/2024
Maxis in George Town is so slow its like were back in the   s,negative,0.9602009057998656,Selangor,Gombak,24898,10651,22.91330172413793,10.65616551724138,28.286206896551725,2.0,service interruptions,8/3/2024
Unifi in Sungai Buloh is down again W hy does this keep happening,negative,0.968904197216034,Sabah,Kota Marudu,713,309,18.95573043478261,9.55908695652174,48.10434782608696,1.0,slow speed,8/3/2024
Astro in Rawang is basically unusable What are we even paying for,negative,0.974954068660736,Terengganu,Kemaman,5853,2738,20.731224175824178,8.913195604395604,39.61538461538461,2.0,service interruptions,9/3/2024
Maxis in Kajang has been unstable all day Im losing patience with this,negative,0.98122900724411,Selangor,Hulu Selangor,7881,3376,20.127925155925155,8.654715176715175,29.706860706860702,2.0,service interruptions,13/3/2024
TIME in Ampang is a disaster today I cant get anything done,negative,0.981297493,Sarawak,Asajaya,186,72,31.830625,10.19446875,104.1875,2.0,service interruptions,13/3/2024
Astro in Petaling Jaya is the slowest its ever been Why is this happening now,negative,0.969874918,Sarawak,Kapit,619,240,15.448368421052631,6.931105263157895,68.42105263157895,2.0,service interruptions,12/3/2024
Unifi in Kepala Batas keeps disconnecting Im seriously considering switching providers,negative,0.9654068350791932,Melaka,Jasin,5367,2164,19.129954853273137,9.216090293453725,35.51015801354402,2.0,service interruptions,9/3/2024
Unifi in Selayang is super slow today I cant even browse the web,negative,0.9781706929206848,Perak,Kinta,44891,18803,21.17001338912134,10.115205857740586,33.151464435146444,2.0,service interruptions,11/3/2024
TIME in Batu Caves keeps cutting out Whats going on,negative,0.9397843480110168,Sarawak,Bau,871,313,22.94563281,8.16865625,68.53125,2.0,service interruptions,8/3/2024
Maxis WiFi in Petaling Jaya has been super smooth today Really appreciate the consistency,positive,0.9898658394813538,Sarawak,Kapit,619,240,15.448368421052631,6.931105263157895,68.42105263157895,0.0,good speed / reliable connection,13/3/2024
Maxis in Cyberjaya has been rock solid No complaints from me,positive,0.9879122376441956,Sarawak,Bintulu,4652,1775,24.14855087719298,11.424894736842104,49.81403509,2.0,service interruptions,10/3/2024
Unifi in Shah Alam is super fast today Keep up the good work,positive,0.9901694655418396,Kelantan,Kota Bharu,17343,7699,17.67919944979367,8.408158184,42.47592847317744,0.0,good speed / reliable connection,12/3/2024
TIME in Rawang is performing much better than last week Thanks for the improvements,positive,0.9901706576347352,Terengganu,Kemaman,5853,2738,20.731224175824178,8.913195604395604,39.61538461538461,2.0,service interruptions,10/3/2024
Astro in Butterworth is doing great Im really happy with the connection,positive,0.9929654598236084,Pahang,Bera,2177,888,21.710256637168143,9.957756637168142,39.743362831858406,0.0,good speed / reliable connection,9/3/2024
Maxis in Penang is running flawlessly today  Pleasantly  surprised,positive,0.8881706,Sarawak,Kanowit,233,83,17.359914285714286,10.544885714285714,59.65714285714286,0.0,good speed / reliable connection,14/3/2024
Unifi in Sungai Buloh is giving me zero  issues today Keep up the consistency,positive,0.9449766874313354,Sabah,Kota Marudu,713,309,18.95573043478261,9.55908695652174,48.10434782608696,1.0,slow speed,5/3/2024
TIME in Batu Caves is faster than its been in months Thanks for the boost,positive,0.9777271747589112,Sarawak,Bau,871,313,22.94563281,8.16865625,68.53125,2.0,service interruptions,13/3/2024
TIME in Nilai is performing really well No issues at all,positive,0.963986874,Johor,Johor Baharu,71686,31791,21.955377952755907,11.419079455977094,34.40157480314961,0.0,good speed / reliable connection,14/3/2024
Astro in Kepala Batas has been really reliable Happy with the connectio n,positive,0.9890223741531372,Melaka,Jasin,5367,2164,19.129954853273137,9.216090293453725,35.51015801354402,0.0,good speed / reliable connection,10/3/2024
Maxis in Petaling Ja ya has been stable and fast all day Thank you for the great service,positive,0.991776705,Sarawak,Kapit,619,240,15.448368421052631,6.931105263157895,68.42105263157895,0.0,good speed / reliable connection,10/3/2024
Astro in Penang is super reliable today Loving the consistent speeds,positive,0.9900285601615906,Sarawak,Kanowit,233,83,17.359914285714286,10.544885714285714,59.65714285714286,0.0,good speed / reliable connection,10/3/2024
Maxis in George Town has been excellent lately Thanks for the consistent service,positive,0.9914127588272096,Selangor,Gombak,24898,10651,22.91330172413793,10.65616551724138,28.286206896551725,2.0,service interruptions,12/3/2024
Unifi in Negeri Sembilan is surprisingly fast today I hope it stays this way,positive,0.9773024320602416,Pahang,Jerantut,2381,947,17.016817351598174,9.124073059,44.68036529680365,1.0,slow speed,8/3/2024
Unifi in Negeri Sembilan is surprisingly fast today I hope it stays this way,positive,0.9773024320602416,Pahang,Jerantut,2381,947,17.016817351598174,9.124073059,44.68036529680365,1.0,slow speed,11/3/2024
Unifi in Batu Caves has been giving me no issues at all today Keep up the good work,positive,0.9855818152427672,Sarawak,Bau,871,313,22.94563281,8.16865625,68.53125,1.0,slow speed,7/3/2024
TIME in Selayang is faster than its been in weeks Thanks for the upgrades,positive,0.9811150431632996,Perak,Kinta,44891,18803,21.17001338912134,10.115205857740586,33.151464435146444,2.0,service interruptions,14/3/2024
Astro in Shah  Alam is super fast today Really happy with the service,positive,0.991709053516388,Kelantan,Kota Bharu,17343,7699,17.67919944979367,8.408158184,42.47592847317744,0.0,good speed / reliable connection,10/3/2024
Maxis  in Kepala Batas is running perfectly today No interruptions at all,positive,0.9718070030212402,Melaka,Jasin,5367,2164,19.129954853273137,9.216090293453725,35.51015801354402,0.0,good speed / reliable connection,5/3/2024
Maxis in Negeri Sembilan has been excellent today Thanks for the great connection,positive,0.9924414157867432,Pahang,Jerantut,2381,947,17.016817351598174,9.124073059,44.68036529680365,0.0,good speed / reliable connection,8/3/2024
Unifi in Rawang is performing really well today Thanks for the stability,positive,0.9894431829452516,Terengganu,Kemaman,5853,2738,20.731224175824178,8.913195604395604,39.61538461538461,0.0,good speed / reliable connection,8/3/2024
TIME in Sungai Buloh is surpris ingly fast Im really happy with the speeds today,positive,0.9913941025733948,Sabah,Kota Marudu,713,309,18.95573043478261,9.55908695652174,48.10434782608696,0.0,good speed / reliable connection,12/3/2024
Astro in  Petaling Jaya has been really reliable  lately Thanks for keeping it stable,positive,0.9869183897972108,Sarawak,Kapit,619,240,15.448368421052631,6.931105263157895,68.42105263157895,0.0,good speed / reliable connection,12/3/2024
Unifi in George Town has been running smoothly all  day No complaints from me,positive,0.9889928698539734,Selangor,Gombak,24898,10651,22.91330172413793,10.65616551724138,28.286206896551725,1.0,slow speed,6/3/2024
Maxis in Kajang is okay today but I feel like theres a little lag every now and then Not too bad though,positive,0.5338543653488159,Selangor,Hulu Selangor,7881,3376,20.127925155925155,8.654715176715175,29.706860706860702,2.0,service interruptions,12/3/2024
TIME in Petaling Jaya seems a bit slower than usual but nothing too crazy Maybe peak hour,neutral,0.8916504383087158,Sarawak,Kapit,619,240,15.448368421052631,6.931105263157895,68.42105263157895,2.0,service interruptions,13/3/2024
Astro in Shah Alam is working fine but Ive noticed s ome minor slowdowns here and there,neutral,0.8977753520011902,Kelantan,Kota Bharu,17343,7699,17.67919944979367,8.408158184,42.47592847317744,2.0,service interruptions,13/3/2024
Unifi in Batu Caves is a little slug gish today but I can still get my work done Anyone else feeling this,neutral,0.7432772517204285,Sarawak,Bau,871,313,22.94563281,8.16865625,68.53125,1.0,slow speed,5/3/2024
Maxis in George Town feels a bit off today but not slow enough to stop me from working Is anyone else noticing this,negative,0.6321300864219666,Selangor,Gombak,24898,10651,22.91330172413793,10.65616551724138,28.286206896551725,2.0,service interruptions,13/3/2024
Astro in Sungai Buloh is mostly stable but Ive seen some minor drops in connection speed,neutral,0.9193857312202454,Sabah,Kota Marudu,713,309,18.95573043478261,9.55908695652174,48.10434782608696,2.0,service interruptions,7/3/2024
Unifi in Penang is working but the speed is definitely slower than what Im used to,negative,0.7571163177490234,Sarawak,Kanowit,233,83,17.359914285714286,10.544885714285714,59.65714285714286,1.0,slow speed,7/3/2024
Astro in Petaling  Jaya is okay today but I noticed a few slowdowns while streaming,neutral,0.9338464140892028,Sarawak,Kapit,619,240,15.448368421052631,6.931105263157895,68.42105263157895,2.0,service interruptions,8/3/2024
Unifi in Balik Pulau is stable but theres definitely a bit of lag when browsing,neutral,0.9001782536506653,Kedah,Baling,3181,1231,16.4608,8.638671232876712,37.59726027,1.0,slow speed,11/3/2024
Maxis in Rawang is f unctional but the speed isnt as fast as usual Anyone else experiencing this,negative,0.7378660440444946,Terengganu,Kemaman,5853,2738,20.731224175824178,8.913195604395604,39.61538461538461,2.0,service interruptions,9/3/2024
TIME in Shah Alam is working fine but the connection spe ed dips every now and then Could just be traffic,negative,0.4975360929965973,Kelantan,Kota Bharu,17343,7699,17.67919944979367,8.408158184,42.47592847317744,2.0,service interruptions,8/3/2024
Astro in Kajang is mostly stabl e but Ive noticed a slight delay when loading pages Might just be my area ,neutral,0.8886591196060181,Selangor,Hulu Selangor,7881,3376,20.127925155925155,8.654715176715175,29.706860706860702,2.0,service interruptions,9/3/2024
Maxis in Nilai is working okay but theres definitely some lag during video calls Could be temporary,neutral,0.8192451000213623,Johor,Johor Baharu,71686,31791,21.955377952755907,11.419079455977094,34.40157480314961,2.0,service interruptions,6/3/2024
TIME in Penang is fine but Im seeing a small dip in download speed Still manageable though,neutral,0.7774925231933594,Sarawak,Kanowit,233,83,17.359914285714286,10.544885714285714,59.65714285714286,2.0,service interruptions,13/3/2024
Unifi in Sungai Buloh is working but I feel like the connection isnt as smooth as usual,negative,0.8079434633255005,Sabah,Kota Marudu,713,309,18.95573043478261,9.55908695652174,48.10434782608696,1.0,slow speed,12/3/2024
Unifi in George Town is okay but the speed seems to drop now and then Co uld just be normal traffic,neutral,0.8763330578804016,Selangor,Gombak,24898,10651,22.91330172413793,10.65616551724138,28.286206896551725,1.0,slow speed,10/3/2024
TIME in Sungai Buloh is mostly fine though the connection speed fluctuates every now and then,neutral,0.9008530974388124,Sabah,Kota Marudu,713,309,18.95573043478261,9.55908695652174,48.10434782608696,2.0,service interruptions,5/3/2024
Astro in Shah Alam  is steady but the connection speed isnt as fast as it used to be Could be temporary,neutral,0.78966701,Kelantan,Kota Bharu,17343,7699,17.67919944979367,8.408158184,42.47592847317744,2.0,service interruptions,12/3/2024
Unifi in Rawang is fine but I feel like theres a bit of a delay when loading sites today,neutral,0.8381316065788269,Terengganu,Kemaman,5853,2738,20.731224175824178,8.913195604395604,39.61538461538461,1.0,slow speed,8/3/2024
Maxis in Petaling Jaya is functional but the speed isnt as fast as usual Might just be the time of day,neutral,0.8000488877296448,Sarawak,Kapit,619,240,15.448368421052631,6.931105263157895,68.42105263157895,2.0,service interruptions,8/3/2024
Astro in George Town is fine but Ive noticed a slight drop in connection speed Could just be a busy day,neutral,0.697564423,Selangor,Gombak,24898,10651,22.91330172413793,10.65616551724138,28.286206896551725,2.0,service interruptions,6/3/2024
Maxis in Kajang is steady but theres definitely some lag during peak hours Probably nothing major,neutral,0.9499192833900452,Selangor,Hulu Selangor,7881,3376,20.127925155925155,8.654715176715175,29.706860706860702,2.0,service interruptions,7/3/2024
Astro in Sungai Buloh is okay though the speed isnt as fast as its been in the past few days,neutral,0.68129909,Sabah,Kota Marudu,713,309,18.95573043478261,9.55908695652174,48.10434782608696,2.0,service interruptions,5/3/2024
Unifi in Petaling Jaya is working alright but theres definitely a noti ceable drop in speed today,neutral,0.5567340850830078,Sarawak,Kapit,619,240,15.448368421052631,6.931105263157895,68.42105263157895,1.0,slow speed,7/3/2024
Maxis in Nilai is funct ional though the connection speed isnt what it used to be Hopefully its just temporary,neutral,0.8009071946144104,Johor,Johor Baharu,71686,31791,21.955377952755907,11.419079455977094,34.40157480314961,2.0,service interruptions,8/3/2024
TIME in Penang is steady though the speed fluctuates from time to time Still manageable though,neutral,0.5496312379837036,Sarawak,Kanowit,233,83,17.359914285714286,10.544885714285714,59.65714285714286,2.0,service interruptions,6/3/2024
Astro in Shah Alam is mostly fine but Ive noticed some minor slowdowns when streaming,neutral,0.9352973699569702,Kelantan,Kota Bharu,17343,7699,17.67919944979367,8.408158184,42.47592847317744,2.0,service interruptions,12/3/2024
Unifi in Balik Pulau is okay today but I feel like the connection could be smoother,positive,0.8197904229164124,Kedah,Baling,3181,1231,16.4608,8.638671232876712,37.59726027,1.0,slow speed,7/3/2024
Unifi in Geor ge Town is working okay though the connection speed isnt as fast as it used to  be,positive,0.9221805334091188,Selangor,Gombak,24898,10651,22.91330172413793,10.65616551724138,28.286206896551725,1.0,slow speed,6/3/2024
Maxis in Shah Alam is so slow today I cant even load a single webpage without waiting forever,negative,0.9763522744178772,Kelantan,Kota Bharu,17343,7699,17.67919944979367,8.408158184,42.47592847317744,2.0,service interruptions,7/3/2024
Unifi in Petaling Jaya is down again This is so frustrating how is this even acceptable,negative,0.9813234210014344,Sarawak,Kapit,619,240,15.448368421052631,6.931105263157895,68.42105263157895,1.0,slow speed,7/3/2024
Maxis in Penang is the slowest its ever been What am I  paying for if I cant even stream,negative,0.97350198,Sarawak,Kanowit,233,83,17.359914285714286,10.544885714285714,59.65714285714286,2.0,service interruptions,10/3/2024
Astro in Sungai Buloh is a disaster today The internet keeps dropping  and its driving me mad,negative,0.979897439479828,Sabah,Kota Marudu,713,309,18.95573043478261,9.55908695652174,48.10434782608696,2.0,service interruptions,11/3/2024
TIME in Geor ge Town is painfully slow I feel like Im back in the dialup era,negative,0.9519668221473694,Selangor,Gombak,24898,10651,22.91330172413793,10.65616551724138,28.286206896551725,2.0,service interruptions,11/3/2024
Astro in Rawang kee ps disconnecting This is beyond frustrating,negative,0.979171097,Terengganu,Kemaman,5853,2738,20.731224175824178,8.913195604395604,39.61538461538461,2.0,service interruptions,11/3/2024
Maxis in Petaling Jaya is unusable today Cant even load basic websites what gives,negative,0.9796311259269714,Sarawak,Kapit,619,240,15.448368421052631,6.931105263157895,68.42105263157895,2.0,service interruptions,5/3/2024
Unifi in Batu Caves is down again Why is this happening so often lately,negative,0.9697138667106628,Sarawak,Bau,871,313,22.94563281,8.16865625,68.53125,1.0,slow speed,5/3/2024
Maxis in Shah Alam is basically unusable today What is going on,negative,0.9743399620056152,Kelantan,Kota Bharu,17343,7699,17.67919944979367,8.408158184,42.47592847317744,2.0,service interruptions,6/3/2024
Unifi in Sungai Buloh is down for the third time this week I cant deal with this anymore,negative,0.9808196425437928,Sabah,Kota Marudu,713,309,18.95573043478261,9.55908695652174,48.10434782608696,2.0,service interruptions,14/3/2024
Astro in Kajang is ridiculous Ive been dealing with lag all day and its still not fixed,negative,0.9741300344467164,Selangor,Hulu Selangor,7881,3376,20.127925155925155,8.654715176715175,29.706860706860702,2.0,service interruptions,12/3/2024
Maxis in George Town is unstable today Constant drops Im beyond frustrated,negative,0.9816734790802002,Selangor,Gombak,24898,10651,22.91330172413793,10.65616551724138,28.286206896551725,2.0,service interruptions,10/3/2024
Astro in Balik Pulau is driving me crazy It keeps disconnecting and reconnecting all day,negative,0.9418243169784546,Kedah,Baling,3181,1231,16.4608,8.638671232876712,37.59726027,2.0,service interruptions,11/3/2024
Unifi in Shah Alam has been down all morning How is this still not fixed,negative,0.967999279,Kelantan,Kota Bharu,17343,7699,17.67919944979367,8.408158184,42.47592847317744,1.0,slow speed,7/3/2024
TIME in Rawang is super slow Im struggling just to load a basic webpage,negative,0.970787764,Terengganu,Kemaman,5853,2738,20.731224175824178,8.913195604395604,39.61538461538461,2.0,service interruptions,13/3/2024
Astro  in Penang is basically unusable today I cant believe Im paying for this,negative,0.9789310693740844,Sarawak,Kanowit,233,83,17.359914285714286,10.544885714285714,59.65714285714286,2.0,service interruptions,9/3/2024
Maxis in Kajang has been acting up all day Im seriously losing patience with this service,negative,0.9823624491691588,Selangor,Hulu Selangor,7881,3376,20.127925155925155,8.654715176715175,29.706860706860702,2.0,service interruptions,8/3/2024
TIME in Petaling Jaya is ridiculously slow today I cant even make it through a Zoom call without issues,negative,0.977536916732788,Sarawak,Kapit,619,240,15.448368421052631,6.931105263157895,68.42105263157895,2.0,service interruptions,8/3/2024
TIME in Batu Caves is practically unusable today Feels like Im back in the   s with this speed,negative,0.904709518,Sarawak,Bau,871,313,22.94563281,8.16865625,68.53125,2.0,service interruptions,5/3/2024
Maxis in George Town is down again Seriously how long are we supposed to put up with this,negative,0.977375626564026,Selangor,Gombak,24898,10651,22.91330172413793,10.65616551724138,28.286206896551725,2.0,service interruptions,13/3/2024
TIME in Sungai Buloh is the slowest its been in months Whats going on,negative,0.9600672721862792,Sabah,Kota Marudu,713,309,18.95573043478261,9.55908695652174,48.10434782608696,2.0,service interruptions,11/3/2024
Astro in Shah Alam keeps dropping out Im seriously fed up with this service,negative,0.980389416,Kelantan,Kota Bharu,17343,7699,17.67919944979367,8.408158184,42.47592847317744,2.0,service interruptions,9/3/2024
Maxis in Petaling Jaya is unusable today Whats going  on with the connection,negative,0.9722999334335328,Sarawak,Kapit,619,240,15.448368421052631,6.931105263157895,68.42105263157895,2.0,service interruptions,8/3/2024
TIME in Balik Pulau is dri ving me crazy Feels like Im stuck in the past with this speed,negative,0.687333345,Kedah,Baling,3181,1231,16.4608,8.638671232876712,37.59726027,2.0,service interruptions,14/3/2024
Maxis in Batu Caves has been acting up all day Cant even load basic websites,negative,0.9776626825332642,Sarawak,Bau,871,313,22.94563281,8.16865625,68.53125,2.0,service interruptions,8/3/2024
Uni fi in Penang is barely working How long do we have to wait for things to get back to normal,negative,0.9432650804519652,Sarawak,Kanowit,233,83,17.359914285714286,10.544885714285714,59.65714285714286,1.0,slow speed,8/3/2024
TIME in Petaling Jaya is ridiculously slow today Im seriously considering switching providers,negative,0.97450590133667,Sarawak,Kapit,619,240,15.448368421052631,6.931105263157895,68.42105263157895,2.0,service interruptions,10/3/2024
Maxis in Kajang is down AGAIN What is going on with the service,negative,0.9769219756126404,Selangor,Hulu Selangor,7881,3376,20.127925155925155,8.654715176715175,29.706860706860702,2.0,service interruptions,12/3/2024
TIME in Rawang is super slow Cant get through a single task without being interrupted,negative,0.9752779006958008,Terengganu,Kemaman,5853,2738,20.731224175824178,8.913195604395604,39.61538461538461,2.0,service interruptions,13/3/2024
Maxis in Sungai Buloh is basically unusable today How is this acceptable,negative,0.9745113253593444,Sabah,Kota Marudu,713,309,18.95573043478261,9.55908695652174,48.10434782608696,2.0,service interruptions,12/3/2024
Unifi in George Town is the worst its been in ages Whats going on with the connection,negative,0.9813945293426514,Selangor,Gombak,24898,10651,22.91330172413793,10.65616551724138,28.286206896551725,2.0,service interruptions,6/3/2024
Astro in Shah Alam keeps dropping out Im beyond frustrated with this service,negative,0.9811768531799316,Kelantan,Kota Bharu,17343,7699,17.67919944979367,8.408158184,42.47592847317744,2.0,service interruptions,7/3/2024
Unifi in Shah Alam has been super reliable today Everythings loading so fast its a nice change,positive,0.9891080856323242,Kelantan,Kota Bharu,17343,7699,17.67919944979367,8.408158184,42.47592847317744,0.0,good speed / reliable connection,14/3/2024
TIME in Petaling Jaya has really improved I havent had any drops in connection all day Great job,positive,0.9845314621925354,Sarawak,Kapit,619,240,15.448368421052631,6.931105263157895,68.42105263157895,0.0,good speed / reliable connection,11/3/2024
Unifi in Penang is surprisingly fast today Pages  are loading in seconds Im impressed,positive,0.9876644015312196,Sarawak,Kanowit,233,83,17.359914285714286,10.544885714285714,59.65714285714286,0.0,good speed / reliable connection,8/3/2024
