row_id,user_post,state,city,provider,pred_sentiment,cluster_category,d_mbps,u_mbps,lat_ms,created_dt,tests,devices,sentiment_score
723,"Honestly, TIME in Johor Bahru is way overpriced. I could get better service elsewhere.",Johor,Johor Bahru,TIME,Negative,Price,21.48,12.24,25.69,5/1/2024,4512,2140,0.97
724,The internet speed with TIME in Johor Bahru is decent enough for basic tasks.,Johor,Johor Bahru,TIME,Positive,Speed,18.97,13.3,17.61,23/3/2024,1164,302,0.85
725,"I thought Astro in Johor Bahru would be affordable, but the cost is just ridiculous for this quality.",Johor,Johor Bahru,Astro,Negative,Price,21.51,12.75,21.18,30/1/2024,1024,670,0.96
726,I regret signing up for Unifi in Johor Bahru because itâ€™s too expensive for what they offer.,Johor,Johor Bahru,Unifi,Negative,Price,20.7,11.27,31.87,28/2/2024,1671,1129,0.97
727,Not impressed with TIME in Johor Bahru. Itâ€™s just too costly for what Iâ€™m getting.,Johor,Johor Bahru,TIME,Negative,Price,19.86,12.33,17.63,20/1/2024,2141,1012,0.98
728,I regret signing up for TIME in Johor Bahru because itâ€™s too expensive for what they offer.,Johor,Johor Bahru,TIME,Negative,Price,22.51,9.47,55.75,21/3/2024,1828,467,0.97
729,"Maxis in Johor Bahru keeps disconnecting, making it hard to get anything done.",Johor,Johor Bahru,Maxis,Negative,Speed,23.82,10.07,20.9,25/1/2024,2082,1128,0.97
730,Unifi in Johor Bahru charges too much for what they offer. Not worth the money.,Johor,Johor Bahru,Unifi,Negative,Price,22.5,12.58,30.17,7/3/2024,4120,3145,0.97
731,"""Astro's service is not dependable; it makes online learning difficult.""",Johor,Johor Bahru,Astro,Negative,Coverage,21.44,12.76,51.92,5/2/2024,1420,466,0.98
732,"""Astro's internet service is often down; it impacts our ability to connect with clients.""",Johor,Johor Bahru,Astro,Negative,Coverage,19.67,12.17,30.52,11/2/2024,2131,1412,0.91
733,"""Maxis has been a strong partner for our business; their service supports our daily operations.""",Johor,Johor Bahru,Maxis,Positive,Coverage,19.14,9.8,44.56,2/2/2024,1320,461,0.99
734,"""Astro's customer service in Johor Bahru is slow to respond; they take too long to help.""",Johor,Johor Bahru,Astro,Negative,Customer Service,23.99,11.14,19.45,6/2/2024,1134,893,0.97
735,"""Astro's customer service in Johor Bahru is lacking; they donâ€™t resolve issues quicKuala Lumpury.""",Johor,Johor Bahru,Astro,Negative,Customer Service,23.52,12.06,21.18,28/2/2024,3141,1165,0.98
736,"""Astro's customer service in Johor Bahru is slow; I had to wait forever for assistance.""",Johor,Johor Bahru,Astro,Negative,Customer Service,23.28,10.56,22.7,22/2/2024,2032,890,0.98
737,"""Astro's customer service in Johor Bahru is unresponsive; I need better support.""",Johor,Johor Bahru,Astro,Negative,Customer Service,21.59,10.67,37.93,18/2/2024,3521,2145,0.98
738,"""Astro's service in Johor Bahru is terrible; customer support never helps me!""",Johor,Johor Bahru,Astro,Negative,Customer Service,22.43,11.51,34.92,1/1/2024,2131,996,0.98
739,Astro connection in Johor Bahru seems slightly off today. Wonder if it's a network issue?,Johor,Johor Bahru,Astro,Negative,Coverage,23.66,12.18,52.24,5/2/2024,1454,702,0.84
740,Astro connection in Johor Bahru is so unstable today. I keep getting kicked off my Zoom calls.,Johor,Johor Bahru,Astro,Negative,Coverage,23.42,9.57,54.03,23/1/2024,1094,745,0.97
741,Astro connection in Johor Bahru has been very reliable lately. Keep it up!,Johor,Johor Bahru,Astro,Positive,Coverage,20.49,9.69,46.3,19/1/2024,1721,874,0.99
742,"TIME in Johor Bahru is okay today, just not as fast. I guess it's manageable.",Johor,Johor Bahru,TIME,Neutral,Speed,22.09,10.64,23.36,15/2/2024,2155,1140,0.79
743,"Maxis in Johor Bahru is okay, but the speeds are definitely slower than I'd like them to be.",Johor,Johor Bahru,Maxis,Negative,Speed,21.28,9.54,47.54,26/1/2024,2076,1450,0.89
744,TIME in Johor Bahru is the slowest it's ever been. Can someone fix this already?,Johor,Johor Bahru,TIME,Negative,Speed & Customer Service,20.69,12.08,14.84,2/3/2024,1521,187,0.97
745,Astro in Johor Bahru keeps cutting out. I'm beyond frustrated with this service.,Johor,Johor Bahru,Astro,Negative,Coverage,25.01,12.84,49.58,8/3/2024,1327,788,0.98
746,TIME in Johor Bahru is performing really well. No issues at all!,Johor,Johor Bahru,TIME,Positive,Coverage,25.16,11.06,28.34,2/3/2024,1244,684,0.96
747,"Maxis in Johor Bahru is working okay, but there's definitely some lag during video calls. Could be temporary?",Johor,Johor Bahru,Maxis,Neutral,Coverage,19.6,12.18,36.19,24/3/2024,3412,1290,0.82
748,"Maxis in Johor Bahru is functional, though the connection speed isn't what it used to be. Hopefully, it's just temporary.",Johor,Johor Bahru,Maxis,Neutral,Speed & Coverage,20.41,8.21,31.26,14/2/2024,13030,1865,0.65
749,Speed with Astro in Julau is way below what I expected. Itâ€™s so slow at TIMEs.,Sarawak,Julau,Astro,Negative,Speed,15.09,6.73,19.76,22/3/2024,1,1,0.96
750,"Overall, the speeds with Astro in Julau are fair, but I someTIMEs wish for a boost.",Sarawak,Julau,Astro,Positive,Speed,20.54,5.3,66.82,29/2/2024,1,1,0.61
751,"Honestly, Unifi in Julau doesnâ€™t live up to the promised speeds. Itâ€™s way too slow.",Sarawak,Julau,Unifi,Negative,Speed,16.11,5.19,40.6,5/1/2024,1,1,0.98
752,Astro in Julau has been worth the investment. Price is reasonable for the quality.,Sarawak,Julau,Astro,Positive,Price,14.4,6.04,33.53,5/1/2024,1,1,0.96
753,The internet speed from Unifi in Julau is disappointing. Constantly lags.,Sarawak,Julau,Unifi,Negative,Speed,20.53,5.4,67.94,17/3/2024,1,1,0.98
754,Unifi in Julau is overcharging for mediocre service. Not impressed.,Sarawak,Julau,Unifi,Negative,Price,14.82,5.53,41.91,8/3/2024,1,1,0.98
755,TIME in Julau is overcharging for mediocre service. Not impressed.,Sarawak,Julau,TIME,Negative,Price,17.91,6.28,54.65,11/1/2024,1,1,0.98
756,TIME in Julau has been worth the investment. Price is reasonable for the quality.,Sarawak,Julau,TIME,Positive,Price,20.61,6.74,43.69,26/1/2024,1,1,0.96
757,"The pricing for Astro in Julau is okay, not great but not terrible either.",Sarawak,Julau,Astro,Neutral,Price,15.28,5.74,26.6,22/2/2024,1,1,0.54
758,Speed with Unifi in Julau is way below what I expected. Itâ€™s so slow at TIMEs.,Sarawak,Julau,TIME,Negative,Speed,19.18,6.15,23.74,29/2/2024,1,1,0.97
759,Unifi in Julau needs to improve their speeds. Connection is unstable too often.,Sarawak,Julau,Unifi,Negative,Speed,20.21,6.79,33.85,25/3/2024,1,1,0.94
760,Really impressed with the speeds from Maxis in Julau. No complaints here.,Sarawak,Julau,Maxis,Positive,Speed,18.41,6.07,53.51,15/2/2024,1,1,0.99
761,"For what Iâ€™m paying, Maxis in Julau should provide better service. The cost is just not right.",Sarawak,Julau,Maxis,Negative,Price,18.98,5.93,41.11,25/1/2024,1,1,0.92
762,The internet speed from Maxis in Julau is disappointing. Constantly lags.,Sarawak,Julau,Maxis,Negative,Speed,20.02,6.11,43.92,19/1/2024,1,1,0.98
763,"The pricing for Unifi in Julau is acceptable, though I wish it offered more features.",Sarawak,Julau,Unifi,Positive,Price,15.8,5.22,54.95,18/2/2024,1,1,0.8
764,"TIME in Julau delivers a consistent speed, though it doesnâ€™t exceed expectations.",Sarawak,Julau,TIME,Positive,Speed,19.45,5.61,68.4,7/3/2024,1,1,0.72
765,"""Maxis offers seamless service; my children can focus on their studies.""",Sarawak,Julau,Maxis,Positive,Coverage,19.42,5.25,45.85,18/3/2024,1,1,0.98
766,"""TIME provides a stable connection; my students can access the materials without issues.""",Sarawak,Julau,TIME,Positive,Coverage,18.39,5.74,19.05,30/1/2024,1,1,0.96
767,"""Astro's frequent disruptions make it difficult to deliver my lectures.""",Sarawak,Julau,Astro,Negative,Coverage,17.51,5.65,45.55,28/3/2024,1,1,0.97
768,"""Unifi's service is often unreliable; it interrupts our workflow regularly.""",Sarawak,Julau,Unifi,Negative,Coverage,14.86,5.82,43.05,28/2/2024,1,1,0.98
769,"""TIME's connectivity has been excellent; we can conduct our operations smoothly.""",Sarawak,Julau,TIME,Positive,Coverage,15.57,6.58,51.46,25/3/2024,1,1,0.99
770,"""TIME's speed is impressive; we can efficiently handle our business tasks online.""",Sarawak,Julau,TIME,Positive,Coverage,14.4,5.39,45.59,16/2/2024,1,1,0.98
771,"""TIME's customer service is always helpful; they address our technical issues promptly.""",Sarawak,Julau,TIME,Positive,Customer Service,20.78,5.52,66.73,23/3/2024,1,1,0.99
772,"""Astro's customer service in Julau is a nightmare; I can't get through when I need them!""",Sarawak,Julau,Astro,Negative,Customer Service,17.13,6.73,41.7,8/1/2024,1,1,0.98
773,"""Astro's customer service in Julau is the worst; they take forever to respond!""",Sarawak,Julau,Astro,Negative,Customer Service,15.91,6.42,42.98,3/2/2024,1,1,0.98
774,Does anyone know if there's any planned maintenance for Astro in Julau? Connection seems a bit off.,Sarawak,Julau,Astro,Neutral,Coverage,14.5,5.36,39.24,21/1/2024,1,1,0.53
775,TIME in Julau is working perfectly. No complaints from me.,Sarawak,Julau,TIME,Positive,Coverage,21.9,7.36,31.9,1/1/2024,1,1,0.99
776,Using Maxis in Kampar has been smooth. No issues with speed at all.,Perak,Kampar,Maxis,Positive,Speed,20.01,5.13,49.43,19/1/2024,44,23,0.95
777,Connection speed with Maxis in Kampar has been inconsistent and frustrating.,Perak,Kampar,Maxis,Negative,Speed,17.44,7.05,17.61,26/3/2024,40,14,0.98
778,"The rates for TIME in Kampar are affordable, and the service is good for the price.",Perak,Kampar,TIME,Positive,Price,18.52,7.27,59.81,9/3/2024,5,1,0.99
779,"I find the rates from TIME in Kampar to be average. It gets the job done, but I expected more.",Perak,Kampar,TIME,Negative,Price,15.61,8.12,61.46,11/3/2024,39,3,0.7
780,"Astro in Kampar is priced similarly to others, but the service is just standard.",Perak,Kampar,Astro,Neutral,Price,15.69,7.75,38.49,4/3/2024,12,4,0.9
781,"Iâ€™m paying good money to TIME in Kampar, but honestly, itâ€™s not worth it for the price.",Perak,Kampar,TIME,Negative,Price,14.69,5.9,35.59,25/3/2024,32,21,0.95
782,Happy with the speed from TIME in Kampar. Great for streaming and browsing.,Perak,Kampar,TIME,Positive,Speed,16.99,6.97,30.43,26/1/2024,41,14,0.99
783,"Honestly, Astro in Kampar doesnâ€™t live up to the promised speeds. Itâ€™s way too slow.",Perak,Kampar,Astro,Negative,Speed,18.84,6.55,29.9,27/2/2024,39,28,0.97
784,Unifi in Kampar offers fast and reliable speeds. Pleased with the performance.,Perak,Kampar,Unifi,Positive,Speed,18.07,5.39,26.43,1/3/2024,76,21,0.99
785,"Astro in Kampar has raised prices, but the service quality hasnâ€™t improved. Feels like a rip-off.",Perak,Kampar,Astro,Negative,Price,18.68,7.65,32.9,29/3/2024,41,26,0.98
786,"""Astro's customer service is awful; I had to wait hours for assistance during my child's class.""",Perak,Kampar,Astro,Negative,Customer Service,14.84,5.72,34.22,29/3/2024,19,6,0.98
787,"""Astro's customer support in Kampar is unhelpful; they take ages to respond.""",Perak,Kampar,Astro,Negative,Customer Service,16.59,8.18,20.38,5/2/2024,5,2,0.98
788,"""Astroâ€™s customer service in Kampar is lacking; I have trouble getting assistance.""",Perak,Kampar,Astro,Negative,Customer Service,18.39,5.71,33.5,8/1/2024,25,3,0.98
789,"""Astro in Kampar has terrible customer service; I canâ€™t believe how long I have to wait for help!""",Perak,Kampar,Astro,Negative,Customer Service,19.46,7.83,32.35,16/2/2024,30,13,0.98
790,Maxis WiFi in Kampar is super fast today! Pleasantly surprised.,Perak,Kampar,Maxis,Positive,Speed,16.33,5.39,47.41,16/1/2024,67,29,0.97
791,Maxis in Kampar has been impressively fast today. No lag at all.,Perak,Kampar,Maxis,Positive,Speed,15.61,6.74,51.41,3/2/2024,56,23,0.98
792,TIME in Kampar has been great this week. Really happy with the connection.,Perak,Kampar,TIME,Positive,Coverage,18.68,6.73,56.59,7/2/2024,42,30,0.99
793,Happy with the speed from Astro in Kanowit. Great for streaming and browsing.,Sarawak,Kanowit,Astro,Positive,Speed,16.1,9.05,52.35,25/1/2024,2,1,0.99
794,Connection speed with TIME in Kanowit has been inconsistent and frustrating.,Sarawak,Kanowit,TIME,Negative,Speed,16.49,7.99,60.83,1/3/2024,3,1,0.97
795,Connection speed with TIME in Kanowit has been inconsistent and frustrating.,Sarawak,Kanowit,TIME,Negative,Speed,18.97,10.09,53.63,30/1/2024,3,1,0.97
796,"For the cost, Astro in Kanowit is definitely worth it. Good value!",Sarawak,Kanowit,Astro,Positive,Price,19.36,10.27,68.39,17/2/2024,7,3,0.98
797,Happy with the speed from Maxis in Kanowit. Great for streaming and browsing.,Sarawak,Kanowit,Maxis,Positive,Speed,19.23,8.84,70.38,25/3/2024,7,4,0.99
798,"Tried Maxis in Kanowit hoping for good value, but the cost outweighs any benefit.",Sarawak,Kanowit,Maxis,Negative,Price,15.37,10.44,64.36,25/1/2024,7,2,0.91
799,Iâ€™ve had no speed issues with TIME in Kanowit. Works like a charm.,Sarawak,Kanowit,TIME,Positive,Speed,20.22,10.89,57.28,22/1/2024,5,2,0.96
800,Happy with the price from Astro in Kanowit. Itâ€™s affordable for what I need.,Sarawak,Kanowit,Astro,Positive,Price,15.51,10.35,65.55,5/1/2024,6,2,0.99
801,Using Astro in Kanowit has been smooth. No issues with speed at all.,Sarawak,Kanowit,Astro,Positive,Speed,14.93,10.55,58.57,15/3/2024,12,4,0.94
802,"The pricing for Maxis in Kanowit is acceptable, though I wish it offered more features.",Sarawak,Kanowit,Maxis,Positive,Price,15.65,10.97,70.57,13/3/2024,12,4,0.74
803,Unifi in Kanowit barely works during peak hours. Slow speeds are a big problem.,Sarawak,Kanowit,Unifi,Negative,Speed,14.93,9.71,50.54,17/3/2024,3,2,0.97
804,"I find the rates from Unifi in Kanowit to be average. It gets the job done, but I expected more.",Sarawak,Kanowit,Unifi,Negative,Price,17.66,8.94,69.17,2/2/2024,4,1,0.82
805,"""TIME's network is reliable; my kids can easily access their online homework.""",Sarawak,Kanowit,TIME,Positive,Coverage,15.7,10.17,66.94,22/1/2024,8,5,0.94
806,"""TIME's high-speed internet has been a game-changer for our company; we can easily handle large uploads.""",Sarawak,Kanowit,TIME,Positive,Coverage,15.14,11.49,54.1,8/1/2024,7,1,0.94
807,"""Maxis has been our go-to provider; they consistently deliver strong performance.""",Sarawak,Kanowit,Maxis,Positive,Coverage,20.03,12.57,71.15,11/1/2024,6,3,0.99
808,"""Unifi's internet drops during crucial business hours; itâ€™s impacting our productivity.""",Sarawak,Kanowit,Unifi,Negative,Coverage,18.8,8.33,68.11,13/3/2024,3,1,0.97
809,"""Unifi's customer support is poor; I struggle to get assistance when the internet fails.""",Sarawak,Kanowit,Unifi,Negative,Customer Service,15.99,13.48,52.15,23/2/2024,5,2,0.98
810,"""TIME's customer support in Kanowit is fantastic; they resolve issues quicKuala Lumpury and effectively.""",Sarawak,Kanowit,TIME,Positive,Customer Service,17.06,12.4,59.19,28/1/2024,3,1,0.99
811,"""Astro's customer service in Kanowit is frustrating; they take too long to respond.""",Sarawak,Kanowit,Astro,Negative,Customer Service,14.54,8.82,69.71,12/1/2024,7,3,0.98
812,"Unifi connection in Kanowit is slower than normal today, but I can still get things done. Anyone else?",Sarawak,Kanowit,Unifi,Neutral,Speed & Coverage,18.06,8.58,49.68,26/2/2024,3,1,0.66
813,"TIME in Kanowit is functional, but I've noticed a few hiccups in the connection.",Sarawak,Kanowit,TIME,Neutral,Coverage,17.28,10.21,53.66,12/1/2024,3,1,0.61
814,"Astro in Kanowit is stable, though not as fast as I've seen it before.",Sarawak,Kanowit,Astro,Neutral,Speed & Coverage,16.38,11.7,58.91,21/3/2024,4,1,0.69
815,Maxis in Kanowit is terrible today. I can't even load basic websites.,Sarawak,Kanowit,Maxis,Negative,Coverage,16.09,12.26,63.44,5/1/2024,3,1,0.98
816,Maxis in Kanowit is running flawlessly today. Pleasantly surprised!,Sarawak,Kanowit,Maxis,Positive,Speed,14.48,13.32,60.93,7/1/2024,5,2,0.83
817,Astro in Kanowit is super reliable today. Loving the consistent speeds!,Sarawak,Kanowit,Astro,Positive,Speed,18.34,7.74,56.18,15/3/2024,7,2,0.99
818,"Unifi in Kanowit is working, but the speed is definitely slower than what I'm used to.",Sarawak,Kanowit,Unifi,Negative,Speed,18.06,10.24,53.18,7/3/2024,8,3,0.79
819,"TIME in Kanowit is fine, but I'm seeing a small dip in download speed. Still manageable though.",Sarawak,Kanowit,TIME,Neutral,Speed,19.45,10.09,59.06,2/3/2024,9,2,0.79
820,"TIME in Kanowit is steady, though the speed fluctuates from time to time. Still manageable though!",Sarawak,Kanowit,TIME,Positive,Speed & Coverage,16.66,11.11,68.3,26/1/2024,4,2,0.53
821,Maxis in Kanowit is the slowest it's ever been. What am I paying for if I can't even stream?,Sarawak,Kanowit,Maxis,Negative,Price & Speed,20.06,12.63,53.61,16/3/2024,8,1,0.98
822,Astro in Kanowit is basically unusable today. I can't believe I'm paying for this.,Sarawak,Kanowit,Astro,Negative,Price & Coverage,15.88,10.76,52.9,1/1/2024,9,3,0.98
823,Unifi in Kanowit is barely working. How long do we have to wait for things to get back to normal?,Sarawak,Kanowit,Unifi,Negative,Coverage,15.26,8.16,66.94,25/3/2024,8,2,0.96
824,"Unifi in Kanowit is surprisingly fast today. Pages are loading in seconds, I'm impressed.",Sarawak,Kanowit,Unifi,Positive,Speed,19.92,12.75,54.12,18/2/2024,5,3,0.99
825,"Maxis in Kanowit is running smoothly today. Fast, reliable, and no interruptions. Great job!",Sarawak,Kanowit,Maxis,Positive,Speed,15.95,10.07,58.97,6/1/2024,4,2,0.99
826,"Astro in Kanowit is performing great! Pages are loading fast, and I haven't had any issues all day.",Sarawak,Kanowit,Astro,Positive,Speed & Coverage,18.59,9.09,67.05,14/1/2024,4,1,0.98
827,"Maxis in Kanowit is running so well today. Haven't had any issues with speed or stability, loving it!",Sarawak,Kanowit,Maxis,Positive,Speed,20.23,9.96,58.64,22/1/2024,4,3,0.99
828,"TIME in Kanowit is performing flawlessly today. No interruptions or slowdowns, just perfect connection.",Sarawak,Kanowit,TIME,Positive,Speed & Coverage,19.81,12.77,62.34,7/1/2024,5,2,0.99
829,Maxis in Kanowit is super fast and reliable today. I'm really happy with the service!,Sarawak,Kanowit,Maxis,Positive,Speed & Coverage,16.1,11.93,56.76,9/1/2024,6,1,0.99
830,"Unifi in Kanowit is working perfectly today. Haven't had any interruptions or slowdowns, it's been great.",Sarawak,Kanowit,Unifi,Positive,Coverage,17.47,12.03,70.6,6/1/2024,7,2,0.99
831,Maxis in Kanowit is giving me excellent speeds today. Haven't experienced this smooth of a connection in ages!,Sarawak,Kanowit,Maxis,Positive,Speed & Coverage,16.47,9.63,54,9/3/2024,3,1,0.99
832,"Unifi in Kanowit is working perfectly today. Fast speeds, no interruptions, really happy with the service!",Sarawak,Kanowit,Unifi,Positive,Coverage,22.23,11.22,24.24,8/1/2024,14,4,0.99
833,The charges from Unifi in Kapit are absurd. Definitely not worth this price.,Sarawak,Kapit,Unifi,Negative,Price,16.35,8.15,71.13,9/2/2024,5,1,0.97
834,"The performance of Maxis in Kapit is stable, but it could be faster.",Sarawak,Kapit,Maxis,Positive,Speed,16.27,8.26,67.92,1/1/2024,28,3,0.77
835,Astro in Kapit is painfully slow during certain TIMEs of the day. Not reliable.,Sarawak,Kapit,Astro,Negative,Speed,15.08,6.03,66.86,27/1/2024,18,11,0.98
836,The connection speed with Unifi in Kapit has been solid. Happy with it!,Sarawak,Kapit,Unifi,Positive,Speed,15.86,7.99,69,4/3/2024,35,5,0.99
837,"The performance of Maxis in Kapit is stable, but it could be faster.",Sarawak,Kapit,Maxis,Positive,Speed,15.63,5.16,67.06,27/3/2024,31,7,0.77
838,Connection speed with Unifi in Kapit has been inconsistent and frustrating.,Sarawak,Kapit,Unifi,Negative,Speed,15.45,5.17,68.46,29/3/2024,8,6,0.98
839,Astro in Kapit is overcharging for mediocre service. Not impressed.,Sarawak,Kapit,Astro,Negative,Price,16.36,5.3,68.39,1/3/2024,6,1,0.98
840,Maxis in Kapit is painfully slow during certain TIMEs of the day. Not reliable.,Sarawak,Kapit,TIME,Negative,Speed,15.53,5.44,68.67,10/1/2024,4,2,0.98
841,I expected better speeds from TIME in Kapit. Itâ€™s too slow for what I need.,Sarawak,Kapit,TIME,Negative,Speed,15.84,6.6,66.61,6/2/2024,25,3,0.96
842,"Astro in Kapit has a reasonable price for their service, but itâ€™s nothing exceptional.",Sarawak,Kapit,Astro,Negative,Price,15.84,5.78,67.18,19/1/2024,12,12,0.88
843,I regret signing up for Astro in Kapit because itâ€™s too expensive for what they offer.,Sarawak,Kapit,Astro,Negative,Price,15.52,7.7,68.28,11/2/2024,38,3,0.97
844,"""Maxis is reliable; I have no complaints about their internet speed for my children's needs.""",Sarawak,Kapit,Maxis,Positive,Coverage,14.5,7.19,70.05,29/2/2024,14,14,0.99
845,"""Unifi's service is not reliable; my students complain about slow connections.""",Sarawak,Kapit,Unifi,Negative,Coverage,15.02,8.34,70.24,12/1/2024,7,4,0.98
846,"""Maxis provides an excellent connection; our employees can work from home effectively.""",Sarawak,Kapit,Maxis,Positive,Coverage,15.28,5.34,67.99,9/1/2024,13,12,0.99
847,"""Maxis offers exceptional service; our business operations rely on their dependable connection.""",Sarawak,Kapit,Maxis,Positive,Coverage,15.36,5.32,69.86,7/1/2024,7,5,0.99
848,"""Astro's internet issues affect our ability to serve clients; we need a stable connection.""",Sarawak,Kapit,Astro,Negative,Coverage,15.43,6.38,69.07,31/3/2024,22,11,0.83
849,"""TIME's support team is responsive; they helped us quicKuala Lumpury when we had connectivity issues.""",Sarawak,Kapit,TIME,Positive,Customer Service,15.52,8.41,70.61,8/3/2024,36,8,0.96
850,"""Astro's customer support in Kapit is hard to reach; they donâ€™t resolve issues quicKuala Lumpury.""",Sarawak,Kapit,Astro,Negative,Customer Service,14.99,6.95,66.63,5/2/2024,2,2,0.97
851,"""Astro's customer service in Kapit is unhelpful; they never resolve my issues promptly.""",Sarawak,Kapit,Astro,Negative,Customer Service,14.39,6.07,65.95,18/1/2024,3,3,0.98
852,"""I find Astro's customer service in Kapit lacking; getting assistance during internet issues is challenging.""",Sarawak,Kapit,Astro,Negative,Customer Service,16.53,6.22,67.79,6/3/2024,9,8,0.97
853,"TIME, why is my internet so unstable in Kapit? It's been on and off all day!",Sarawak,Kapit,TIME,Negative,Coverage,15.22,5.1,70.02,27/1/2024,17,4,0.97
854,Astro speeds in Kapit aren't as fast as normal. Anyone else experiencing this?,Sarawak,Kapit,Astro,Negative,Speed,14.81,6.17,68.32,28/1/2024,7,7,0.88
855,TM Unifi in Kapit has been down all morning. Why is this happening again?,Sarawak,Kapit,Unifi,Negative,Coverage,15.57,5.32,68.82,18/3/2024,12,2,0.98
856,Maxis WiFi in Kapit is much faster than expected today. Thanks for the solid connection!,Sarawak,Kapit,Maxis,Positive,Speed & Coverage,14.55,7.19,67.63,21/3/2024,37,3,0.99
857,Astro in PJ has been consistent and reliable lately. Keep it up!,Sarawak,Kapit,Astro,Positive,Coverage,14.39,5.92,69.57,5/3/2024,39,1,0.98
858,"Maxis in Kapit is working, but there's definitely some lag. Anyone else feeling this?",Sarawak,Kapit,Maxis,Neutral,Speed,14.97,8.63,66.78,25/2/2024,12,6,0.56
859,"TIME in Kapit seems a bit slower today, but nothing too dramatic. Could just be the time of day.",Sarawak,Kapit,TIME,Neutral,Speed,14.67,7.85,68.76,6/3/2024,13,4,0.92
860,"Maxis in Kapit is stable, but it's definitely not as fast as I expected.",Sarawak,Kapit,Maxis,Negative,Speed & Coverage,15.75,7.33,68.01,27/3/2024,11,8,0.78
861,Unifi in Kapit is down again. This happens way too often!,Sarawak,Kapit,Unifi,Negative,Coverage,14.45,8.75,68.8,6/1/2024,17,5,0.97
862,Astro in Kapit keeps going out. This is ridiculous!,Sarawak,Kapit,Astro,Negative,Coverage,15.72,7.43,69.11,22/3/2024,6,6,0.98
863,Astro in Kapit is the slowest it's ever been. Why is this happening now?,Sarawak,Kapit,Astro,Negative,Speed,14.68,5.59,69.71,17/3/2024,1,1,0.97
864,Maxis WiFi in Kapit has been super smooth today. Really appreciate the consistency!,Sarawak,Kapit,Maxis,Positive,Speed,15.19,7.59,66.46,22/1/2024,2,2,0.99
865,Maxis in Kapit has been stable and fast all day. Thank you for the great service!,Sarawak,Kapit,Maxis,Positive,Coverage,15.64,7.57,70.31,12/1/2024,3,3,0.99
866,Astro in Kapit has been really reliable lately. Thanks for keeping it stable!,Sarawak,Kapit,Astro,Positive,Coverage,14.55,8.74,66.21,27/2/2024,3,3,0.99
867,"TIME in Kapit seems a bit slower than usual, but nothing too crazy. Maybe peak hour?",Sarawak,Kapit,TIME,Neutral,Speed,15.94,6.07,70.06,22/2/2024,3,1,0.93
868,"Astro in Kapit is okay today, but I noticed a few slowdowns while streaming.",Sarawak,Kapit,Astro,Neutral,Speed,16.26,7.76,69.39,24/1/2024,4,4,0.92
869,"Maxis in Kapit is functional, but the speed isn't as fast as usual. Might just be the time of day.",Sarawak,Kapit,TIME,Neutral,Speed & Coverage,15.93,5.55,68.35,1/2/2024,9,3,0.77
870,"Unifi in Kapit is working alright, but there's definitely a noticeable drop in speed today.",Sarawak,Kapit,Unifi,Negative,Speed,16.31,6.98,70.81,15/2/2024,2,1,0.56
871,"Unifi in Kapit is down again. This is so frustrating, how is this even acceptable?",Sarawak,Kapit,Unifi,Negative,Coverage,14.46,7.1,67.46,17/3/2024,4,2,0.98
872,"Maxis in Kapit is unusable today. Can't even load basic websites, what gives?",Sarawak,Kapit,Maxis,Negative,Speed & Coverage,14.84,5.81,68.26,22/2/2024,5,3,0.98
873,TIME in Kapit is ridiculously slow today. I can't even make it through a Zoom call without issues.,Sarawak,Kapit,TIME,Negative,Coverage,15.57,7.48,69.41,28/3/2024,6,3,0.98
874,Maxis in Kapit is unusable today. What's going on with the connection?,Sarawak,Kapit,Maxis,Negative,Coverage,15.18,5.76,69.52,15/1/2024,6,6,0.97
875,TIME in Kapit is ridiculously slow today. I'm seriously considering switching providers.,Sarawak,Kapit,TIME,Negative,Speed & Customer Service,15.76,7.48,67.84,29/1/2024,10,5,0.98
876,TIME in Kapit has really improved! I haven't had any drops in connection all day. Great job!,Sarawak,Kapit,TIME,Positive,Coverage,15.34,8.33,70.68,8/3/2024,4,2,0.99
877,"Unifi in Kapit is working flawlessly. Everything's loading instantly, no slowdowns or issues.",Sarawak,Kapit,Unifi,Positive,Speed,16.36,7.88,66.33,9/1/2024,4,3,0.99
878,"Maxis in Kapit is super reliable today. No lag or interruptions, just fast and stable.",Sarawak,Kapit,Maxis,Positive,Speed,16.3,8.68,67.68,30/1/2024,6,4,0.99
879,Unifi in Kapit is running perfectly today. Haven't experienced any issues with the speed or connection.,Sarawak,Kapit,Unifi,Positive,Speed,14.6,5.47,67.09,12/3/2024,7,3,0.98
880,TIME in Kapit is performing so well today. Haven't experienced any slowdowns or interruptions.,Sarawak,Kapit,TIME,Positive,Speed & Coverage,15.64,5.9,69.61,8/3/2024,2,1,0.98
881,"TIME in Kapit is surprisingly smooth today. Everything's working so well, no complaints at all.",Sarawak,Kapit,TIME,Positive,Speed,17.67,12.34,63.85,28/3/2024,44,23,0.99
882,"Overall, the cost for Unifi in Keluang is fair, but it could be more competitive.",Johor,Keluang,Unifi,Neutral,Price,21.96,7.28,37.02,29/2/2024,347,115,0.52
883,TIME in Keluang costs way too much for what you actually get. Not happy with it.,Johor,Keluang,TIME,Negative,Price,23.18,12.71,47.67,2/3/2024,643,412,0.98
