posts,location,label,provider,pred_sentiment,pred_sentiment_score,dirty_posts,cleaned_posts,state,city,avg_lat_ms,tests,devices,avg_d_mbps,avg_u_mbps,clusters,cluster_category,date_col
TM Unifi in {Location} has been fantastic lately. Speeds are consistent.,SS2,positive,unifi,positive,0.9905625581741333,TM Unifi in SS2 has been f{a!nta)st*ic l~a[tely.) S}peeds are> consis!tent.,TM Unifi in SS  has been fantastic lately Speeds are consistent,Perak,Kerian,36.457731958762885,4272,1975,16.94643917525773,7.803564948453608,1,slow speed,8/3/2024
TIME in {Location} has been faster than usual. Great work!,Chan Sow Lin,positive,time,positive,0.988387406,"T=IME i%n C{han Sow Lin has be&en f_aster) ""than :usual[. Gr%eat work!",TIME in Chan Sow Lin has been f aster than usual Great work,Pahang,Cameron Highlands,54.919642857142854,2329,1216,23.731294642857144,10.441571428571427,2,service interruptions,10/3/2024
Astro in {Location} has been working perfectly for the past few days. Thanks for the reliable connection!,Selayang,positive,astro,positive,0.982775867,"Astro in Selayang has been^ ]wor*kin%g pe_rfect+ly for t%he past few ""days&.= Thank!s for the reliab!le [connection!",Astro in Selayang has been working pe rfectly for the past few days Thanks for the reliable connection,Perak,Kinta,33.151464435146444,44891,18803,21.17001338912134,10.115205857740586,0,good speed / reliable connection,11/3/2024
TIME in {Location} is performing very well. Happy with the service!,Masjid Jamek,positive,time,positive,0.9913697242736816,T]IME in ^Masjid J+am]ek >is performing v*ery well. Happy %with the service!,TIME in Masjid Jamek is performing very well Happy with the service,Negeri Sembilan,Jelebu,42.964285714285715,1135,485,19.265150000000002,8.423435714285715,0,good speed / reliable connection,13/3/2024
Astro in PJ has been consistent and reliable lately. Keep it up!,Petaling Jaya,positive,astro,positive,0.9811921119689941,Astro in Petaling Jay^a has been consist)ent an~d relia{ble late<ly. Keep it up}!,Astro in Petaling Jaya has been consistent and reliable lately Keep it up,Sarawak,Kapit,68.42105263157895,619,240,15.448368421052631,6.931105263157895,0,good speed / reliable connection,8/3/2024
Maxis in {Location} is working perfectly today. Thanks for the great service.,Selayang,positive,maxis,positive,0.9922499656677246,Maxis %in Selayang ]i;s working perfec}tl|y today. Thanks fo&r the great s!ervice.,Maxis in Selayang is working perfectly today Thanks for the great service,Perak,Kinta,33.151464435146444,44891,18803,21.17001338912134,10.115205857740586,0,good speed / reliable connection,5/3/2024
TM Unifi in {Location} is surprisingly fast today. Keep up the good work!,Butterworth,positive,unifi,positive,0.9906022548675537,TM Unifi in Butter]worth is surprisingly fast ^today. Keep$ !up the@ good w~ork!,TM Unifi in Butterworth is surprisingly fast today Keep up the good work,Pahang,Bera,39.743362831858406,2177,888,21.710256637168143,9.957756637168142,1,slow speed,8/3/2024
TIME in {Location} has been great this week. Really happy with the connection.,Pasar Seni,positive,time,positive,0.9929297566413879,TIME in Pasar ;Seni has been great thi{s# w)e!ek). Real>ly& h|app{y with t~he connection.,TIME in Pasar Seni has been great this week Really happy with the connection,Perak,Kampar,38.7037037,613,261,17.322765432098766,6.714506172839506,0,good speed / reliable connection,8/3/2024
TM Unifi in {Location} is working perfectly. No issues at all!,Kajang,positive,unifi,positive,0.950265646,"TM ""Unif<i in ""Kajang $is> wo:rki)ng perfec""tly. No is!su_e>s at all!]",TM Unifi in Kajang is working perfectly No issu es at all,Selangor,Hulu Selangor,29.706860706860706,7881,3376,20.127925155925155,8.654715176715175,1,slow speed,5/3/2024
"Hmm, Unifi in {Location} feels a little slow but nothing too serious. Still usable though!",Sunway,neutral,unifi,neutral,0.8722787499427795,"H?mm, Unif}i [in Sunw[ay feels a little_ slow but nothing too serious. $Stil^l usable though!=",Hmm Unifi in Sunway feels a little  slow but nothing too serious Still usable though,Johor,Kota Tinggi,37.842900302114806,8978,3616,21.67672508,11.256625377643505,2,service interruptions,12/3/2024
"Maxis in {Location} is working, but there's definitely some lag. Anyone else feeling this?",Petaling Jaya,neutral,maxis,neutral,0.8739393353462219,"Ma)xis in Petaling Jaya is working, b_ut the&re's$ definitely s%ome lag. Anyone else fe%eling this?",Maxis in Petaling Jaya is working b ut theres definitely some lag Anyone else feeling this,Sarawak,Kapit,68.42105263157895,619,240,15.448368421052631,6.931105263157895,2,service interruptions,7/3/2024
"Unifi connection in {Location} is slower than normal today, but I can still get things done. Anyone else?",Penang,neutral,unifi,neutral,0.5606964230537415,"Unifi conne<ction i)n Penang i>s slowe$r@ than no@rma|l tod&ay?, but I& can stil^l get th_ings $done. Anyone el)se?",Unifi connection in Penang is slower than normal today but I can still get th ings done Anyone else,Sarawak,Kanowit,59.65714285714286,233,83,17.359914285714286,10.544885714285714,1,slow speed,7/3/2024
"TIME in {Location} is stable, but the speed isn't what it used to be. No biggie, I guess?",Shah Alam,neutral,time,neutral,0.7123876810073853,"TIME =in Shah& <A@lam i?s< )sta+ble, but the spee?d isn't what it u""s#ed} ""to be. No big}gie,] I^ guess?=",TIME in Shah Alam is stable but the speed isnt what it used to be No biggie I guess,Kelantan,Kota Bharu,42.47592847317744,17343,7699,17.67919944979367,8.408158184,2,service interruptions,5/3/2024
Astro in {Location} has been a bit sluggish today. Wondering if it's just me or everyone else too.,Rawang,neutral,astro,negative,0.8264827132225037,Ast[ro in Rawa?ng h<as been a{ bit@ sluggish !tod~ay. {Wondering if@ it'*s just> me $or everyone else too.,Astro in Rawang has been a bit sluggish today Wondering if its just me or everyone else too,Trengganu,Kemaman,39.61538461538461,5853,2738,20.731224175824178,8.913195604395604,2,service interruptions,12/3/2024
"Maxis in {Location} feels a little slow, but not slow enough to be a problem. Probably temporary?",Cyberjaya,neutral,maxis,negative,0.8837205767631531,"Maxis in C~y!berjaya feels +a lit#tle slow, but }not @slow e!nough to be a pr!obl>e&m. Probably tem!porary?",Maxis in Cyberjaya feels a little slow but not slow enough to be a problem Probably temporary,Sarawak,Bintulu,49.81403509,4652,1775,24.14855087719298,11.424894736842104,2,service interruptions,12/3/2024
"Maxis in {Location} feels stable, though it's definitely not as fast as it used to be.",Bukit Mertajam,neutral,maxis,positive,0.6372451782226562,"Max=is @in Bukit Mertajam feels s[tabl*e,@ though it's definitely not as #fast a(s it_ ~used to be.",Maxis in Bukit Mertajam feels stable though its definitely not as fast as it  used to be,Pahang,Bentong,37.05806451612903,4333,2078,23.996451612903225,10.720945161290322,2,service interruptions,7/3/2024
"Unifi connection in {Location} is slower than I'm used to. Still functional, but a bit frustrating.",Batu Caves,neutral,unifi,negative,0.9768983125686646,"Unif:i connection in Batu Ca(ves is >slower than I'(m used to. S*till f>unct)ional, but ;a bit f:rustrating.",Unifi connection in Batu Caves is slower than Im used to Still functional but a bit frustrating,Sarawak,Bau,68.53125,871,313,22.94563281,8.16865625,1,slow speed,12/3/2024
"TIME in {Location} is okay today, just not as fast. I guess it's manageable.",Nilai,neutral,time,neutral,0.7692163586616516,"TIME in Nilai &i%s oka""y today, just no*t a:s fast*. I guess it's m?ana}ge#able.",TIME in Nilai is okay today just not as fast I guess its manageable,Johor,Johor Baharu,34.40157480314961,71686,31791,21.955377952755907,11.419079455977094,2,service interruptions,10/3/2024
"Astro in {Location} is good overall, but there are some small speed drops now and then.",Selayang,neutral,astro,neutral,0.6367567777633667,"Astro in Sel=ayang is g}ood overall, ~but there ar&e some smal?l ""speed <drops :now and then"".",Astro in Selayang is good overall but there are some small speed drops now and then,Perak,Kinta,33.151464435146444,44891,18803,21.17001338912134,10.115205857740586,2,service interruptions,14/3/2024
"TM Unifi in {Location} is working well, though it's definitely a little slower than normal.",Sungai Buloh,neutral,unifi,positive,0.6195301413536072,"TM Unifi? in Sungai Buloh is* w@ork>ing *we#ll, thou<g*h )it's definitely a little slow;er than ^normal.",TM Unifi in Sungai Buloh is working well though its definitely a little slower than normal,Sabah,Kota Marudu,48.10434782608696,713,309,18.95573043478261,9.559086956521739,1,slow speed,8/3/2024
"TIME in {Location} has been steady, though speeds seem to fluctuate every now and then.",Ampang,neutral,time,neutral,0.7223085761070251,"TIME_ in Am:pang has ~been %steady, tho#u)gh s>pee)ds seem to f{luctuate every: now and then.",TIME  in Ampang has been steady though speeds seem to fluctuate every now and then,Sarawak,Asajaya,104.1875,186,72,31.830624999999998,10.19446875,2,service interruptions,7/3/2024
"Astro in {Location} is okay, but I've noticed a few speed drops. Not a dealbreaker though.",Bandar Sunway,neutral,astro,neutral,0.7478579878807068,"Astro in Ban(dar Sunway is okay=, but I've noticed a few speed[ drops. Not a }dealbrea}ker though.!",Astro in Bandar Sunway is okay but Ive noticed a few speed drops Not a dealbreaker though,Kedah,Bandar Baharu,37.693069306930695,793,321,18.78909900990099,8.060277227722771,2,service interruptions,10/3/2024
"Maxis in {Location} is still holding up, but it's definitely not as fast as it used to be.",Shah Alam,neutral,maxis,neutral,0.5307692885398865,"Maxis in Shah Alam? i[s# st>ill (holding up, |but it's definitel_y n)ot as fast as it used to be.",Maxis in Shah Alam is still holding up but its definitel y not as fast as it used to be,Kelantan,Kota Bharu,42.47592847317744,17343,7699,17.67919944979367,8.408158184,2,service interruptions,5/3/2024
"TM Unifi in {Location} is fine, but there's definitely some lag. Might just be temporary?",Balik Pulau,neutral,unifi,neutral,0.877118707,"TM U!nifi ^in Ba|lik Pulau is fi;ne, but: there's definitel=y) so~me l^ag. Might just b+e temp]orary?",TM Unifi in Balik Pulau is fine but theres definitely some lag Might just be temporary,Kedah,Baling,37.59726027,3181,1231,16.4608,8.638671232876712,1,slow speed,5/3/2024
"TIME in {Location} is stable, but the speed seems to drop during the evenings.",Selayang,neutral,time,neutral,0.6614077091217041,"TIME in S+ela>yang~ is stable, but @the spee*d seems to <dr*op during t?h@e! evenings.@",TIME in Selayang is stable but the speed seems to drop during the evenings,Perak,Kinta,33.151464435146444,44891,18803,21.17001338912134,10.115205857740586,2,service interruptions,9/3/2024
"Maxis in {Location} is steady, though the connection feels slightly sluggish today. Anyone else?",Jitra,neutral,maxis,neutral,0.8496395945549011,"Maxis in Jitra is }steady, tho;ugh< ]the connection feels slightly sluggish today. Anyone else?$",Maxis in Jitra is steady though the connection feels slightly sluggish today Anyone else,Selangor,Hulu Langat,29.350356294536816,46469,19849,21.70080997624703,10.443912114014251,2,service interruptions,13/3/2024
"TIME in {Location} is functional, but I've noticed a few hiccups in the connection.",Penang,neutral,time,neutral,0.664060652,"TI)ME in Penang is functiona>l, but _I've noticed a] few !hic|cups i!n t_he ;connection.",TIME in Penang is functional but  Ive noticed a few hiccups in t he connection,Sarawak,Kanowit,59.65714285714286,233,83,17.359914285714286,10.544885714285714,2,service interruptions,13/3/2024
"Astro in {Location} seems stable enough, though speeds are definitely a bit slower.",Negeri Sembilan,neutral,astro,neutral,0.6900399923324585,"Ast;ro in Negeri S[emb>ilan seems stable enough, though :sp)eeds a}re &def{initely a bit slo?wer.",Astro in Negeri Sembilan seems stable enough though speeds are definitely a bit slower,Pahang,Jerantut,44.68036529680365,2381,947,17.016817351598174,9.124073059,1,slow speed,11/3/2024
"Maxis in {Location} is fine overall, but I do notice a slight lag when loading pages.",Puchong,neutral,maxis,neutral,0.7394785284996033,"Maxis in Puchong is fine} overall{,$ but_ I d(o n>otice a (slight la]g wh(e[n :loadi(ng pages.",Maxis in Puchong is fine overall but  I do notice a slight lag when loading pages,Johor,Keluang,37.36666666666667,10394,4460,21.0972963,9.855583333333334,2,service interruptions,7/3/2024
"Unifi in {Location} is working, though not as fast as usual. Still usable though!",Rawang,neutral,unifi,positive,0.61085099,"Un]ifi in Rawang is working, though not as fast as usual. &St$ill u)s:ab(le though!",Unifi in Rawang is working though not as fast as usual Still usable though,Trengganu,Kemaman,39.61538461538461,5853,2738,20.731224175824178,8.913195604395604,1,slow speed,5/3/2024
"TIME in {Location} seems a bit slower today, but nothing too dramatic. Could just be the time of day.",Petaling Jaya,neutral,time,neutral,0.864986777,"TIME in Pe@taling Jay""a >seems a bit slower{ today, but nothing too? #dram$atic. Co(ul""d just be the (time o*f day.&",TIME in Petaling Jaya seems a bit slower today but nothing too dramatic Could just be the time of day,Sarawak,Kapit,68.42105263157895,619,240,15.448368421052631,6.931105263157895,2,service interruptions,6/3/2024
"Maxis in {Location} is working fine, but I feel like the speed could be a bit better.",George Town,neutral,maxis,positive,0.9273390769958496,"Maxi^s in George _Town is working fine, but I feel like the speed could be a bit better.",Maxis in George  Town is working fine but I feel like the speed could be a bit better,Selangor,Gombak,28.286206896551725,24898,10651,22.91330172413793,10.65616551724138,2,service interruptions,12/3/2024
"Unifi in {Location} seems to be functioning alright, but it's definitely a little slower today.",Sungai Buloh,neutral,unifi,neutral,0.6587916612625122,"Unifi in Sungai Bu%lo;h seems to be fu{nctioning a""l~rig?ht, but it's definitely a little slower toda^y.",Unifi in Sungai Buloh seems to be functioning alright but its definitely a little slower today,Sabah,Kota Marudu,48.10434782608696,713,309,18.95573043478261,9.559086956521739,1,slow speed,13/3/2024
"Unifi in {Location} is working okay, but I've noticed a slight dip in speeds.",Ampang,neutral,unifi,neutral,0.78148061,"U:nifi in Amp""a|ng is working okay, but I've@ noti]ced a# slight dip in speeds.",Unifi in Ampang is working okay but Ive noticed a slight dip in speeds,Sarawak,Asajaya,104.1875,186,72,31.830624999999998,10.19446875,1,slow speed,12/3/2024
"TIME in {Location} is functional, but there's definitely some lag when streaming.",Shah Alam,neutral,time,neutral,0.6621868014335632,"TIME in Sha$h Al&am is f%unctional, but there's definit{ely some la]g when streaming.",TIME in Shah Alam is functional but theres definitely some lag when streaming,Kelantan,Kota Bharu,42.47592847317744,17343,7699,17.67919944979367,8.408158184,2,service interruptions,10/3/2024
"Astro in {Location} is working fine, though the speed isn't what it used to be.",Kajang,neutral,astro,positive,0.878155529,"Astro in K[ajang is working fi;ne, though <the speed isn't= wh|at it used: to be.",Astro in Kajang is working fine though the speed isnt what it used to be,Selangor,Hulu Selangor,29.706860706860706,7881,3376,20.127925155925155,8.654715176715175,2,service interruptions,7/3/2024
"TIME in {Location} is stable, though I'm seeing some fluctuation in the connection speed.",Selayang,neutral,time,neutral,0.8421185612678528,"TIME in Selayang is stable, th?ough I'm seeing some f_l""uctuation in the con<nection speed.",TIME in Selayang is stable though Im seeing some f luctuation in the connection speed,Perak,Kinta,33.151464435146444,44891,18803,21.17001338912134,10.115205857740586,2,service interruptions,7/3/2024
"Astro in {Location} is fine, but the connection seems to drop at times.",Butterworth,neutral,astro,negative,0.7335489392280579,"Astro in Butterwor:th is> fine, but th<e connection seems to drop ?at times.",Astro in Butterworth is fine but the connection seems to drop at times,Pahang,Bera,39.743362831858406,2177,888,21.710256637168143,9.957756637168142,2,service interruptions,7/3/2024
"Maxis in {Location} is stable, but it's definitely not as fast as I expected.",Petaling Jaya,neutral,maxis,neutral,0.5263340473175049,"Maxi^s] in Pet%aling Jaya is stable, but it's definitely not a%s; fa_st #as I exp:e;c<ted.",Maxis in Petaling Jaya is stable but its definitely not as fa st as I expected,Sarawak,Kapit,68.42105263157895,619,240,15.448368421052631,6.931105263157895,2,service interruptions,11/3/2024
"Unifi in {Location} is working, though there's definitely some lag now and then.",Kepala Batas,neutral,unifi,neutral,0.9264423251152039,"Un?ifi i?n$ Kepala Bat;as is% working, though there#'s defini>tely so%me lag n^o]w| an>d t)hen.",Unifi in Kepala Batas is working though theres definitely some lag now and then,Melaka,Jasin,35.51015801354402,5367,2164,19.129954853273137,9.216090293453725,1,slow speed,7/3/2024
"Astro in {Location} seems to be fine, though it's definitely slower than I'm used to.",Sungai Buloh,neutral,astro,neutral,0.7254676818847656,"As)tro in Su>ngai B_u!l+oh s}eems to be fine, thoug*h it's definitely sl%ower tha>n I'm used to.(",Astro in Sungai B uloh seems to be fine though its definitely slower than Im used to,Sabah,Kota Marudu,48.10434782608696,713,309,18.95573043478261,9.559086956521739,2,service interruptions,5/3/2024
"TIME in {Location} is working, but the connection seems to be slower than normal.",Batu Caves,neutral,time,neutral,0.698567271,"TIME+ i^n Batu Cav>es is+ workin;g[, but the connec&ti?on* seems to be slower than normal.",TIME in Batu Caves is working but the connection seems to be slower than normal,Sarawak,Bau,68.53125,871,313,22.94563281,8.16865625,1,slow speed,13/3/2024
"Astro in {Location} is stable, though not as fast as I've seen it before.",Penang,neutral,astro,neutral,0.7939375042915344,"Astro in Penang i*s@ stable,$ though not |as fast >as $I)'v&e| se?en it befo[r#e.",Astro in Penang is stable though not as fast as Ive seen it before,Sarawak,Kanowit,59.65714285714286,233,83,17.359914285714286,10.544885714285714,0,good speed / reliable connection,8/3/2024
"Maxis in {Location} is okay, but the speeds are definitely slower than I'd like them to be.",Nilai,neutral,maxis,negative,0.8937694430351257,"Maxis in N=il<ai@ %is o=kay, but the sp}ee?ds are d&efinitely sl|ower $than I'd ""li""ke them !to be.",Maxis in Nilai is okay but the speeds are definitely slower than Id like them to be,Johor,Johor Baharu,34.40157480314961,71686,31791,21.955377952755907,11.419079455977094,2,service interruptions,10/3/2024
Astro in {Location} keeps disconnecting every 5 minutes. I can't deal with this anymore.,George Town,negative,astro,negative,0.9800311326980591,Astro in^ G%eorge Town keeps disconnecting e~very 5 minutes. I can't deal with* this a}nymore.|,Astro in George Town keeps disconnecting every   minutes I cant deal with this anymore,Selangor,Gombak,28.286206896551725,24898,10651,22.91330172413793,10.65616551724138,2,service interruptions,13/3/2024
Maxis in {Location} has been terrible all day. Can't even get basic work done. So frustrating!,Shah Alam,negative,maxis,negative,0.9820199608802795,Maxis in Shah =Al{am <h_as been= te~rrib#le; a#ll da+y.: Can't e)ven get basic work do^ne<.% S]o frust+r@ating!,Maxis in Shah Alam h as been terrible all day Cant even get basic work done So frustrating,Kelantan,Kota Bharu,42.47592847317744,17343,7699,17.67919944979367,8.408158184,2,service interruptions,13/3/2024
Unifi in {Location} is down again. This happens way too often!,Petaling Jaya,negative,unifi,negative,0.9732351899147034,"U$n""ifi in Pe]talin+g Jaya is down again. T#h)is happens way too }oft;en!",Unifi in Petaling Jaya is down again This happens way too often,Sarawak,Kapit,68.42105263157895,619,240,15.448368421052631,6.931105263157895,1,slow speed,7/3/2024
TIME in {Location} is the slowest it's ever been. Can someone fix this already?,Nilai,negative,time,negative,0.9763162732124329,"TI&M@E$ in Nil]ai is the> slowest~ it's eve:r be&en%. #Ca^n so@meone fix thi;s a&lre""ady?",TIME in Nilai is the slowest its ever been Can someone fix this already,Johor,Johor Baharu,34.40157480314961,71686,31791,21.955377952755907,11.419079455977094,2,service interruptions,13/3/2024
Astro in {Location} has been unstable all week. I'm seriously considering switching providers.,Rawang,negative,astro,negative,0.9748725891113281,A[stro in Rawan?g has been unst^ab%le all week.% I'm ser>iously consid[ering swi?tching provider+s.,Astro in Rawang has been unstable all week Im seriously considering switching providers,Trengganu,Kemaman,39.61538461538461,5853,2738,20.731224175824178,8.913195604395604,2,service interruptions,12/3/2024
Maxis in {Location} is basically unusable today. What's going on?,Cyberjaya,negative,maxis,negative,0.9734116792678833,M<ax=i%s$ in& Cyberjaya is basically un$usable today. What&'s _going on?,Maxis in Cyberjaya is basically unusable today Whats  going on,Sarawak,Bintulu,49.81403509,4652,1775,24.14855087719298,11.424894736842104,2,service interruptions,5/3/2024
TIME in {Location} is so unreliable today. It keeps cutting out every 10 minutes.,Sungai Buloh,negative,time,negative,0.9765713214874268,TIME *in Sungai Buloh is so un|reli[able ;t<oday. It keeps cutting out] every 10 minutes.,TIME in Sungai Buloh is so unreliable today It keeps cutting out every    minutes,Sabah,Kota Marudu,48.10434782608696,713,309,18.95573043478261,9.559086956521739,2,service interruptions,14/3/2024
"Astro in {Location} is super slow today. Seriously, what's the point of paying for high-speed internet?",Batu Caves,negative,astro,negative,0.9751763343811035,"A(stro in> $Batu Caves is super slow tod]ay. Seriou?sly,^ what's the point of paying for h>ig[h-spee*d in?t?ernet?",Astro in Batu Caves is super slow today Seriously whats the point of paying for highspeed internet,Sarawak,Bau,68.53125,871,313,22.94563281,8.16865625,2,service interruptions,9/3/2024
Unifi in {Location} keeps disconnecting. This is beyond annoying!,Bandar Sunway,negative,unifi,negative,0.9796623587608337,Unifi in Band$ar Sunway keeps disconnecting. Thi?s is beyond annoy^ing!,Unifi in Bandar Sunway keeps disconnecting This is beyond annoying,Kedah,Bandar Baharu,37.693069306930695,793,321,18.78909900990099,8.060277227722771,2,service interruptions,8/3/2024
Unifi in {Location} has been down all morning. Why is there no communication from customer support?,Shah Alam,negative,unifi,negative,0.969087541,Unifi }in Sh:ah Alam has been down al_l morning. Why |is there no communication from +cust@omer su*ppo+rt?,Unifi in Shah Alam has been down al l morning Why is there no communication from customer support,Kelantan,Kota Bharu,42.47592847317744,17343,7699,17.67919944979367,8.408158184,1,slow speed,12/3/2024
TIME in {Location} is so slow. I've had enough of this poor service!,Balik Pulau,negative,time,negative,0.9796782732009888,TIME in Balik Pula~u is so slow. I'v>e had enough of this poor service!,TIME in Balik Pulau is so slow Ive had enough of this poor service,Kedah,Baling,37.59726027,3181,1231,16.4608,8.638671232876712,2,service interruptions,11/3/2024
Astro in {Location} keeps going out. This is ridiculous!,Petaling Jaya,negative,astro,negative,0.975343645,"Astro _in Pet""aling Jaya keeps going ou:t. This is ridiculous!",Astro  in Petaling Jaya keeps going out This is ridiculous,Sarawak,Kapit,68.42105263157895,619,240,15.448368421052631,6.931105263157895,2,service interruptions,8/3/2024
Maxis in {Location} is terrible today. I can't even load basic websites.,Penang,negative,maxis,negative,0.9817987084388733,Max|is in Pe!n)ang is terrible today. I can't) even lo(ad basic w_ebsi*tes.,Maxis in Penang is terrible today I cant even load basic w ebsites,Sarawak,Kanowit,59.65714285714286,233,83,17.359914285714286,10.544885714285714,2,service interruptions,5/3/2024
Astro in {Location} keeps cutting out. I'm beyond frustrated with this service.,Nilai,negative,astro,negative,0.9817719459533691,Astro in Nila|i keeps cuttin:g +out. #I'm beyond ^frustrated with <this service.,Astro in Nilai keeps cutting out Im beyond frustrated with this service,Johor,Johor Baharu,34.40157480314961,71686,31791,21.955377952755907,11.419079455977094,2,service interruptions,14/3/2024
"Maxis in {Location} is so slow, it's like we're back in the 90s.",George Town,negative,maxis,negative,0.9602009057998657,"Maxis in George Town is so s=low, it's like we're ba:ck in the 90;s.:",Maxis in George Town is so slow its like were back in the   s,Selangor,Gombak,28.286206896551725,24898,10651,22.91330172413793,10.65616551724138,2,service interruptions,8/3/2024
Unifi in {Location} is down again. Why does this keep happening?,Sungai Buloh,negative,unifi,negative,0.9689041972160339,"Unifi in{ Sunga""i Buloh is down again.) W_hy does t+hi=s keep happening?",Unifi in Sungai Buloh is down again W hy does this keep happening,Sabah,Kota Marudu,48.10434782608696,713,309,18.95573043478261,9.559086956521739,1,slow speed,8/3/2024
Astro in {Location} is basically unusable. What are we even paying for?,Rawang,negative,astro,negative,0.9749540686607361,Astro in Rawang is basically u+nusable. What are= we even paying !for?,Astro in Rawang is basically unusable What are we even paying for,Trengganu,Kemaman,39.61538461538461,5853,2738,20.731224175824178,8.913195604395604,2,service interruptions,9/3/2024
Maxis in {Location} has been unstable all day. I'm losing patience with this!,Kajang,negative,maxis,negative,0.9812290072441101,M*axis in Kajang has been unsta~ble all day. I'm losing patience; with this!,Maxis in Kajang has been unstable all day Im losing patience with this,Selangor,Hulu Selangor,29.706860706860706,7881,3376,20.127925155925155,8.654715176715175,2,service interruptions,13/3/2024
TIME in {Location} is a disaster today. I can't get anything done.,Ampang,negative,time,negative,0.981297493,TIME in Ampang &is a disaste[r to?day(. I can't ge#t anything done$.,TIME in Ampang is a disaster today I cant get anything done,Sarawak,Asajaya,104.1875,186,72,31.830624999999998,10.19446875,2,service interruptions,13/3/2024
Astro in {Location} is the slowest it's ever been. Why is this happening now?,Petaling Jaya,negative,astro,negative,0.969874918,Astro in $Petaling Jaya is the ?slo;west it's ever been. Why= is t~his# happening now?,Astro in Petaling Jaya is the slowest its ever been Why is this happening now,Sarawak,Kapit,68.42105263157895,619,240,15.448368421052631,6.931105263157895,2,service interruptions,12/3/2024
Unifi in {Location} keeps disconnecting. I'm seriously considering switching providers.,Kepala Batas,negative,unifi,negative,0.9654068350791931,Unifi in Kepala Batas keeps d<isconnecting. I'm seriously considerin+g swit]ching provid?e+rs.,Unifi in Kepala Batas keeps disconnecting Im seriously considering switching providers,Melaka,Jasin,35.51015801354402,5367,2164,19.129954853273137,9.216090293453725,2,service interruptions,9/3/2024
Unifi in {Location} is super slow today. I can't even browse the web.,Selayang,negative,unifi,negative,0.9781706929206848,Unifi i(n Se]lay|ang is super slo@w today. I can't e&ven browse the web.<,Unifi in Selayang is super slow today I cant even browse the web,Perak,Kinta,33.151464435146444,44891,18803,21.17001338912134,10.115205857740586,2,service interruptions,11/3/2024
TIME in {Location} keeps cutting out. What's going on?,Batu Caves,negative,time,negative,0.9397843480110168,TIME in Bat:u Caves :keeps cutting o=ut. What's g<oing on?,TIME in Batu Caves keeps cutting out Whats going on,Sarawak,Bau,68.53125,871,313,22.94563281,8.16865625,2,service interruptions,8/3/2024
Maxis WiFi in {Location} has been super smooth today. Really appreciate the consistency!,Petaling Jaya,positive,maxis,positive,0.9898658394813538,Maxis (WiFi in P<etaling Jaya %has been] super< smooth) tod!ay. Really apprec|iate the consiste)ncy!,Maxis WiFi in Petaling Jaya has been super smooth today Really appreciate the consistency,Sarawak,Kapit,68.42105263157895,619,240,15.448368421052631,6.931105263157895,0,good speed / reliable connection,13/3/2024
Maxis in {Location} has been rock solid. No complaints from me!,Cyberjaya,positive,maxis,positive,0.9879122376441956,Max(is in >Cyberjaya: has been r)ock %sol^id. >No c?omplaints from me}!,Maxis in Cyberjaya has been rock solid No complaints from me,Sarawak,Bintulu,49.81403509,4652,1775,24.14855087719298,11.424894736842104,2,service interruptions,10/3/2024
Unifi in {Location} is super fast today. Keep up the good work!,Shah Alam,positive,unifi,positive,0.9901694655418396,"Unifi% in) Shah A%lam is super= fast today. Keep up the] go!od wor""k|!",Unifi in Shah Alam is super fast today Keep up the good work,Kelantan,Kota Bharu,42.47592847317744,17343,7699,17.67919944979367,8.408158184,0,good speed / reliable connection,12/3/2024
TIME in {Location} is performing much better than last week. Thanks for the improvements!,Rawang,positive,time,positive,0.9901706576347351,TIME in Rawang is performing much bet=ter than last ]week. Thanks for t!h^e improvemen*ts!,TIME in Rawang is performing much better than last week Thanks for the improvements,Trengganu,Kemaman,39.61538461538461,5853,2738,20.731224175824178,8.913195604395604,2,service interruptions,10/3/2024
Astro in {Location} is doing great. I'm really happy with the connection.,Butterworth,positive,astro,positive,0.9929654598236084,Astro in ?Butterworth is doing great. I'?m really happy [w]ith the connection?.,Astro in Butterworth is doing great Im really happy with the connection,Pahang,Bera,39.743362831858406,2177,888,21.710256637168143,9.957756637168142,0,good speed / reliable connection,9/3/2024
Maxis in {Location} is running flawlessly today. Pleasantly surprised!,Penang,positive,maxis,positive,0.8881706,Maxis in Penang i;s] runn&ing flawlessly today_. Pleasantly _sur|prised!,Maxis in Penang is running flawlessly today  Pleasantly  surprised,Sarawak,Kanowit,59.65714285714286,233,83,17.359914285714286,10.544885714285714,0,good speed / reliable connection,14/3/2024
Unifi in {Location} is giving me zero issues today. Keep up the consistency!,Sungai Buloh,positive,unifi,positive,0.9449766874313354,Uni>fi in Sun[gai Bul+oh is giving me ze!ro _issues t<oday. Keep u+p the consistency!,Unifi in Sungai Buloh is giving me zero  issues today Keep up the consistency,Sabah,Kota Marudu,48.10434782608696,713,309,18.95573043478261,9.559086956521739,1,slow speed,5/3/2024
TIME in {Location} is faster than it's been in months. Thanks for the boost!,Batu Caves,positive,time,positive,0.9777271747589111,TIME i]n Batu Ca(ves is faster th|an i}t's been in months.[ Th}anks for &the boost!,TIME in Batu Caves is faster than its been in months Thanks for the boost,Sarawak,Bau,68.53125,871,313,22.94563281,8.16865625,2,service interruptions,13/3/2024
